	id	dk1	dk2	z	logFluxUV	logFluxErrUV	logFluxX	logFluxErrX	dk3	dk4	dk5	dk6	dk7
0	NGC4593	189.914272	-5.344261	0.009	-25.7857	0.003	-28.385	0.01	7	1.711	0.055	31.684266	0.244835
1	NGC7469	345.815095	8.873997	0.0163	-25.0169	0.01	-28.551	0.01	7	1.69	0.06	35.926231	0.119022
2	ARK120	79.047588	-0.149827	0.0327	-24.8822	0.005	-28.393	0.01	7	1.772	0.011	35.435843	0.11618
3	LEDA088639	176.418634	-18.454307	0.0329	-25.372	0.006	-28.575	0.01	7	1.634	0.01	34.630745	0.155856
4	MRK509	311.040577	-10.723484	0.0344	-24.8913	0.006	-28.435	0.01	7	1.64	0.03	35.675532	0.113401
5	MRK841	226.005003	10.43782	0.0364	-25.4624	0.011	-29.151	0.01	7	1.3	0.03	38.058736	0.106671
6	ESO141G055	290.308902	-58.670307	0.0371	-25.0985	0.007	-28.473	0.01	7	2.06	0.21	35.077846	0.133971
7	MRK926	346.181157	-8.685728	0.0469	-25.2542	0.018	-28.541	0.01	7	1.63	0.05	34.888812	0.160337
8	FAIRALL9	20.940736	-58.805784	0.047	-25.3364	0.01	-29.013	0.01	7	1.49	0.03	37.664609	0.105939
9	IRAS09149-6206	139.039125	-62.324972	0.0573	-25.1889	0.003	-28.918	0.01	7	1.92	0.07	37.642038	0.09433
10	MRK205	185.434254	75.310787	0.0708	-25.7341	0.006	-29.367	0.01	7	1.69	1.0	38.370707	0.104561
11	2MASSiJ1031543-141651	157.97625	-14.280833	0.0858	-25.1024	0.005	-28.773	0.01	7	1.57	0.075	37.040046	0.100335
12	MRK1383	217.27745	1.285132	0.0866	-25.2751	0.006	-29.019	0.01	7	1.92	0.13	37.955128	0.095671
13	161413.20+260416.2	243.55501	26.07117	0.131	-26.0141	0.02701	-29.38741	0.0044	5	2.05657	0.01732	37.359	0.160896
14	111830.28+402554.0	169.62619	40.43167	0.1545	-25.8404	0.00733	-29.69076	0.00424	5	2.60233	0.01738	40.070363	0.069427
15	081441.91+212918.5	123.67466	21.48847	0.1628	-26.5374	0.01095	-29.95585	0.0037	5	2.50827	0.01528	38.964898	0.118176
16	015530.02-085704.0	28.87512	-8.95114	0.165	-26.2838	0.00716	-29.96446	0.01337	5	1.80953	0.05557	40.059881	0.117317
17	120442.10+275411.8	181.17545	27.90328	0.165	-26.3946	0.0313	-29.42312	0.00273	5	1.95121	0.01106	36.036743	0.2108
18	105143.89+335926.7	162.93289	33.99075	0.1671	-26.1435	0.00839	-29.79423	0.00395	5	2.0539	0.01612	39.511776	0.086647
19	111908.67+211917.9	169.78616	21.32165	0.176	-25.2439	0.01202	-29.2833	0.00215	5	2.32626	0.00898	39.825621	0.073653
20	171902.29+593715.9	259.75958	59.6211	0.1785	-26.5778	0.00269	-30.28526	0.03526	5	2.10682	0.15179	40.971597	0.242669
21	075112.18+174351.7	117.80075	17.73104	0.1864	-26.8073	0.01688	-29.88992	0.00331	5	1.91756	0.01387	37.425223	0.173706
22	100055.71+314001.2	150.23213	31.66701	0.1948	-26.8798	0.01122	-30.36191	0.00794	5	2.70832	0.03439	40.240664	0.119784
23	153941.49+504255.7	234.92288	50.71549	0.2032	-26.4863	0.00981	-30.00758	0.01102	5	2.77199	0.04904	39.515197	0.123917
24	095048.38+392650.4	147.70161	39.44736	0.2057	-25.9766	0.01204	-29.65658	0.00304	5	2.16953	0.013	39.287397	0.089299
25	123604.02+264135.9	189.01677	26.69333	0.209	-26.5483	0.00894	-30.27887	0.00785	5	2.07871	0.03463	41.050231	0.091641
26	091617.53+303037.9	139.07306	30.51054	0.2147	-27.022	0.00947	-30.94861	0.03203	5	2.15897	0.14153	43.527147	0.221072
27	142943.07+474726.2	217.42947	47.79062	0.2207	-26.2953	0.00754	-29.84607	0.0029	5	2.22514	0.01264	39.232151	0.095174
28	092140.83+293809.6	140.42013	29.63601	0.2262	-26.9806	0.00987	-30.52467	0.01072	5	2.17908	0.04715	40.901222	0.120536
29	103935.75+533038.7	159.89899	53.51075	0.2291	-27.1184	0.0128	-30.32583	0.00916	5	1.921	0.04092	39.025956	0.159825
30	094621.26+471131.3	146.58859	47.19203	0.23	-26.7015	0.00525	-30.082	0.02155	5	1.98398	0.09696	39.12491	0.182299
31	093939.69+375705.7	144.9154	37.95161	0.2313	-26.645	0.01068	-30.61702	0.03648	5	2.36413	0.16909	42.884075	0.249935
32	123054.11+110011.2	187.72549	11.00311	0.2359	-26.1618	0.01362	-29.8313	0.00202	5	2.16462	0.00888	39.681293	0.092766
33	141539.59+523727.9	213.91497	52.62442	0.238	-27.3402	0.00975	-30.87387	0.02766	5	2.10762	0.1258	41.731645	0.207391
34	015331.78-012126.2	28.38245	-1.35728	0.2427	-27.0984	0.0151	-30.94584	0.01551	5	2.61371	0.0717	43.196109	0.132059
35	021020.43-034226.1	32.58513	-3.70726	0.2435	-27.3851	0.01346	-30.86799	0.02475	5	2.354	0.11519	41.509058	0.197853
36	N_168_33	31.49862	-6.62686	0.2436	-27.1566	0.02321	-30.53794	0.01704	4	2.23055	0.07449	40.268198	0.184945
37	154316.41+540526.0	235.81841	54.09057	0.2452	-26.8878	0.00903	-31.00206	0.05113	5	2.36282	0.24126	44.42899	0.343878
38	142325.47+384032.8	215.85612	38.67578	0.2489	-26.8674	0.00678	-30.54287	0.02046	5	2.27854	0.09569	41.484658	0.155529
39	N_77_47	35.10328	-5.04218	0.2525	-27.373	0.01885	-30.63941	0.00849	4	1.98677	0.03626	40.051363	0.160663
40	005328.81-085755.1	13.37005	-8.96532	0.259	-26.7152	0.00653	-30.29199	0.02271	5	2.02775	0.10685	40.453474	0.174014
41	111006.95+612521.3	167.52896	61.4226	0.2623	-26.679	0.00917	-30.56812	0.01129	5	2.02389	0.05266	42.422442	0.099291
42	141625.70+535438.5	214.10712	53.9107	0.263	-27.2225	0.01445	-30.61798	0.01583	5	2.1909	0.0725	40.526186	0.162738
43	075216.55+500251.3	118.06899	50.0476	0.2631	-27.0303	0.01014	-30.39882	0.02407	5	1.81513	0.11144	39.867915	0.199734
44	154743.53+205216.6	236.93141	20.87129	0.2646	-25.7758	0.01083	-29.399	0.00455	5	1.99345	0.02011	38.410996	0.095056
45	142038.52+532416.4	215.16051	53.40458	0.265	-27.5848	0.01729	-31.12796	0.02425	5	2.05895	0.11125	42.405721	0.196215
46	144645.94+403505.7	221.69142	40.58494	0.2673	-25.8701	0.00417	-30.03726	0.00521	5	2.57952	0.02451	42.233556	0.071918
47	171207.44+584754.4	258.03101	58.79847	0.2693	-26.7193	0.01285	-30.34058	0.03663	5	2.22857	0.17953	40.757086	0.259449
48	112405.15+061248.8	171.02148	6.21357	0.2717	-27.0288	0.01384	-30.703	0.02199	5	2.58209	0.10399	41.879784	0.171681
49	085915.65+011800.5	134.81525	1.30014	0.282	-26.4472	0.00523	-30.34597	0.03246	5	2.1789	0.15509	41.906573	0.22166
50	151743.75+070121.6	229.4323	7.02268	0.2823	-26.9699	0.01201	-30.74474	0.04178	5	2.09897	0.20945	42.396143	0.286603
51	09227.229+294408.1	140.53012	29.73559	0.2843	-26.9515	0.01696	-30.50733	0.01638	5	1.94992	0.07858	40.906016	0.155264
52	122018.43+064119.6	185.07681	6.68878	0.2864	-26.5931	0.00618	-29.9243	0.00809	5	1.96927	0.03637	38.528831	0.133292
53	N_68_5	34.87715	-5.9453	0.2916	-27.43388	0.0171	-30.7585	0.01374	4	1.81093	0.05846	40.587393	0.166216
54	123147.11+123835.3	187.94632	12.64316	0.2916	-27.1295	0.01285	-30.77355	0.03017	5	2.20643	0.15082	41.932728	0.219352
55	131213.53+350709.2	198.05638	35.11923	0.295	-27.5543	0.01544	-30.99005	0.03659	5	2.34135	0.18445	41.621222	0.270257
56	N_79_34	33.7687	-4.77194	0.3001	-27.53093	0.02133	-31.09117	0.02244	4	1.82376	0.09645	42.38367	0.192451
57	144506.24+063019.6	221.276	6.50545	0.3018	-26.6772	0.00803	-30.37162	0.02784	5	1.92092	0.1367	41.134112	0.199225
58	132447.65+032432.6	201.19855	3.40907	0.3058	-26.3828	0.00929	-30.19069	0.00933	5	1.88039	0.04495	41.146321	0.093371
59	030435.76-073705.1	46.14903	-7.61808	0.3063	-26.4232	0.0074	-30.83175	0.01424	5	1.97832	0.06599	45.208004	0.132701
60	004319.74+005115.4	10.83226	0.85428	0.309	-26.637	0.00709	-30.03778	0.00434	5	1.91088	0.01961	39.097384	0.116531
61	022417.16-092549.2	36.07153	-9.43035	0.3114	-26.7369	0.00739	-30.94373	0.04798	5	1.96725	0.22099	44.662136	0.324303
62	N_36_14	35.70699	-5.24812	0.3137	-27.20002	0.01148	-30.81716	0.01415	4	2.14446	0.06413	41.931587	0.131165
63	141146.62+140807.6	212.94428	14.13546	0.3156	-26.8576	0.00997	-30.35796	0.01069	5	1.80803	0.05108	40.305503	0.125056
64	125553.04+272405.2	193.97104	27.40145	0.3158	-26.8379	0.01115	-30.26169	0.0113	5	1.86868	0.0557	39.751359	0.137227
65	142455.53+421407.6	216.23138	42.23546	0.3162	-26.2913	0.01475	-30.13474	0.01372	5	2.23637	0.06767	41.151983	0.122551
66	231742.60+000535.1	349.42752	0.09309	0.3209	-26.7695	0.01022	-30.27049	0.03753	5	1.93074	0.19032	40.089407	0.268289
67	081054.73+501319.5	122.72807	50.2221	0.3216	-26.3696	0.00565	-29.90962	0.01024	5	2.04638	0.05044	39.347016	0.114419
68	115757.72+261325.2	179.49051	26.22369	0.3239	-26.9787	0.01231	-30.66138	0.01656	5	1.87602	0.08322	41.81045	0.139864
69	223607.68+134355.3	339.03201	13.73203	0.3258	-25.9545	0.00572	-30.07644	0.00875	5	2.45646	0.04295	42.146381	0.084594
70	100402.61+285535.3	151.0109	28.92649	0.3287	-25.9264	0.00779	-30.04161	0.00378	5	2.62827	0.01919	42.031754	0.069744
71	131848.59+552842.6	199.7025	55.47851	0.3332	-27.2543	0.01052	-30.87725	0.03834	5	2.21251	0.20001	42.105597	0.26822
72	132101.41+340657.9	200.25589	34.11609	0.3342	-27.1444	0.01493	-30.60653	0.01213	5	2.23748	0.0615	40.770419	0.142095
73	143118.42+325131.6	217.82675	32.85878	0.3344	-26.9221	0.00855	-30.82472	0.01166	5	2.1794	0.05813	43.11921	0.099915
74	114820.83+012634.2	177.08681	1.44285	0.3375	-26.6667	0.01258	-30.83393	0.00501	5	1.98113	0.02417	44.225518	0.086285
75	034000.50-051747.1	55.00212	-5.29642	0.345	-26.7454	0.01232	-30.3943	0.02327	5	2.01163	0.12039	41.004459	0.178243
76	114209.94+600436.0	175.54144	60.07668	0.3477	-26.922	0.01297	-30.66677	0.02697	5	2.14631	0.14783	42.078115	0.19656
77	103848.92+533757.1	159.70384	53.63255	0.351	-27.3018	0.0133	-31.1264	0.0234	5	1.9614	0.12466	43.554005	0.173522
78	095944.15+305616.1	149.93399	30.93782	0.3525	-26.9405	0.01202	-30.62274	0.0742	5	2.14696	0.4206	41.712049	0.496899
79	N_65_21	35.87573	-5.79947	0.3539	-27.39946	0.01605	-30.98111	0.01904	4	1.80564	0.08282	42.19617	0.164664
80	080608.13+244421.0	121.5339	24.73919	0.358	-26.8868	0.00874	-30.48348	0.01333	5	2.16827	0.07137	41.013626	0.125366
81	080409.46+424921.1	121.03943	42.82253	0.36	-27.2914	0.0121	-31.16329	0.06642	5	2.52613	0.37313	43.839829	0.444148
82	171300.67+572530.2	258.25281	57.42508	0.3603	-26.9055	0.00928	-30.82315	0.01427	5	2.06205	0.07659	43.176816	0.114403
83	N_166_22	31.61096	-6.72698	0.3656	-28.09133	0.05168	-31.47186	0.04336	4	2.42851	0.23461	42.599682	0.372942
84	080711.01+390419.8	121.79589	39.07217	0.3684	-27.0715	0.01033	-30.40791	0.01637	5	1.91549	0.08356	39.759185	0.165936
85	N_168_15	31.49455	-6.8587	0.3684	-27.8372	0.03342	-30.94734	0.01826	4	1.9691	0.08262	40.181436	0.238309
86	123356.11+074755.9	188.48379	7.79887	0.3709	-27.1971	0.01219	-30.45627	0.00851	5	1.78086	0.0426	39.563873	0.1505
87	130144.84+281132.1	195.43684	28.19226	0.3722	-27.3719	0.01425	-30.69768	0.01336	5	1.91849	0.06414	40.440092	0.160126
88	100025.24+015852.0	150.10519	1.98113	0.3726	-26.9913	0.012	-30.54399	0.00981	5	1.99752	0.049	40.984811	0.119549
89	151526.17+415612.1	228.85906	41.9367	0.3743	-27.1237	0.00993	-30.32841	0.00841	5	1.82899	0.04339	39.02127	0.154901
90	122843.07+104059.2	187.17947	10.68312	0.3749	-27.22	0.01405	-31.02553	0.0199	5	2.22299	0.10446	43.223759	0.155035
91	142452.11+263715.1	216.21713	26.62087	0.3762	-27.1643	0.01172	-31.1284	0.01849	5	2.25368	0.09644	44.130102	0.140942
92	120051.01+341702.4	180.21256	34.28402	0.3767	-27.2324	0.01465	-30.82827	0.01079	5	2.68828	0.05966	41.872285	0.124044
93	081422.12+514839.4	123.59219	51.81096	0.377	-26.5048	0.00781	-30.21162	0.01032	5	2.17673	0.05091	40.784877	0.101848
94	014348.91+022453.4	25.95383	2.41485	0.3814	-27.5894	0.02089	-30.99039	0.02196	5	1.96752	0.11239	41.479768	0.200481
95	000532.84+200717.4	1.38686	20.12151	0.3814	-27.3564	0.03157	-30.96735	0.03383	5	2.77515	0.20303	42.281721	0.269962
96	123335.07+475800.4	188.39614	47.96679	0.382	-26.4868	0.00717	-29.9578	0.01158	5	1.97139	0.06414	39.184906	0.128445
97	024204.77+000814.5	40.51988	0.13738	0.382	-27.1607	0.01228	-31.32623	0.07931	5	2.51391	0.45982	45.449308	0.528866
98	104741.75+151332.2	161.92397	15.22563	0.3853	-26.6546	0.01019	-30.80602	0.0105	5	2.23879	0.05416	44.091018	0.100373
99	134044.52-004516.6	205.18552	-0.75462	0.3859	-26.4508	0.00855	-30.6376	0.01447	5	2.02758	0.07714	43.81481	0.119365
100	100921.89+534925.7	152.34123	53.82381	0.3879	-27.5222	0.01752	-30.95351	0.02297	5	2.17539	0.12959	41.511695	0.197614
101	094404.41+480646.5	146.01842	48.11292	0.392	-26.8716	0.01125	-30.8615	0.0164	5	2.29651	0.08809	43.568474	0.128505
102	014634.38-093014.3	26.64328	-9.50399	0.3934	-27.3339	0.01661	-30.77715	0.01374	5	2.55383	0.07796	41.119676	0.153102
103	015337.80+260415.9	28.40753	26.07109	0.395	-27.7453	0.02907	-31.04445	0.035	5	2.19001	0.19974	41.197997	0.287898
104	105237.24+240627.3	163.1552	24.1076	0.397	-26.0099	0.0083	-30.23579	0.01202	5	1.93717	0.06437	42.970315	0.108878
105	014645.58-001829.9	26.68993	-0.30831	0.3978	-27.3298	0.01484	-30.90332	0.03368	5	2.38172	0.18521	41.968412	0.245411
106	154530.23+484608.9	236.37599	48.76916	0.3993	-26.1786	0.00695	-30.29723	0.01294	5	2.68535	0.07296	42.684805	0.106501
107	124314.75+113859.2	190.81148	11.6498	0.401	-27.9032	0.02839	-31.09936	0.015	5	1.96545	0.08313	40.913643	0.207188
108	013418.19+001536.7	23.5758	0.2602	0.4011	-26.3402	0.00697	-30.20914	0.03201	5	1.9741	0.18987	41.442377	0.219959
109	014136.39-001019.7	25.40166	-0.17214	0.4064	-26.7142	0.00835	-30.4867	0.0236	5	2.20493	0.13325	41.741463	0.170994
110	111330.74+092537.1	168.3781	9.42698	0.4092	-27.0273	0.01003	-30.54076	0.01735	5	1.98028	0.09744	40.816133	0.15309
111	232801.47+001705.0	352.00613	0.28473	0.411	-27.2598	0.01284	-30.88752	0.01723	5	2.0198	0.09634	42.1508	0.147487
112	022303.23-025713.8	35.76346	-2.95386	0.413	-27.3469	0.01274	-31.03566	0.06077	5	2.34662	0.3749	42.771041	0.410231
113	112702.72+030151.9	171.76134	3.03111	0.416	-27.3716	0.01655	-31.1286	0.02055	5	2.29962	0.1137	43.282758	0.164283
114	134223.83+575747.6	205.59933	57.96325	0.4176	-27.0308	0.00867	-31.10849	0.09815	5	2.39313	0.59031	44.545351	0.650454
115	141202.87+522026.0	213.01199	52.34058	0.423	-27.3833	0.01678	-31.12529	0.05617	5	2.08017	0.34592	43.213034	0.382264
116	093924.69+375516.0	144.8529	37.92114	0.4232	-27.0535	0.00962	-31.0005	0.05917	5	2.75316	0.37215	43.740346	0.395594
117	022612.41+003402.2	36.55172	0.5673	0.4234	-27.6153	0.01759	-30.78369	0.02698	5	2.21188	0.16957	40.01078	0.240203
118	141500.37+520658.5	213.75158	52.11626	0.424	-27.0156	0.00835	-30.94553	0.02607	5	2.01751	0.15295	43.533039	0.182958
119	141644.16+532556.0	214.18403	53.43224	0.425	-27.9593	0.02959	-31.32395	0.03478	5	1.90089	0.19953	42.164897	0.283515
120	012633.83+255611.0	21.64096	25.9364	0.427	-27.3825	0.02113	-30.82745	0.00905	5	2.23748	0.04805	41.252386	0.146975
121	080737.88+395333.8	121.90787	39.89273	0.429	-27.0007	0.01001	-30.68443	0.03687	5	2.25653	0.23117	41.872374	0.256645
122	221356.21+122756.9	333.48422	12.46583	0.429	-26.9464	0.01032	-31.05294	0.08762	5	2.33914	0.58389	44.524585	0.582021
123	134239.56+402431.8	205.66487	40.40886	0.43	-27.7643	0.02019	-31.34382	0.0174	5	1.8604	0.09084	43.094225	0.164552
124	133926.11+150759.0	204.85883	15.13306	0.4311	-27.4251	0.0156	-30.79909	0.01747	5	2.09487	0.10411	40.890983	0.173622
125	134255.43+000634.8	205.73096	0.10967	0.436	-27.5755	0.01446	-31.10811	0.0273	5	2.06622	0.16167	42.312906	0.209972
126	021434.78-004242.6	33.64494	-0.71184	0.4366	-27.3913	0.01522	-30.74789	0.00705	5	2.25006	0.03831	40.69175	0.139395
127	133413.49+371534.5	203.55623	37.25959	0.4369	-26.6751	0.00819	-30.44232	0.02964	5	2.34626	0.18125	41.608897	0.207935
128	091737.53+284046.2	139.40639	28.67952	0.4383	-27.2136	0.01243	-30.35325	0.01437	5	1.88075	0.08326	38.817022	0.183698
129	100710.43+350301.3	151.79347	35.05038	0.4385	-26.992	0.01267	-30.54787	0.02367	5	2.48648	0.14692	41.007529	0.186199
130	123800.91+621336.0	189.50383	62.22669	0.4402	-27.2391	0.0174	-31.2476	0.0354	5	2.30142	0.22037	44.60987	0.249564
131	155638.22+442853.3	239.15927	44.4815	0.4412	-26.9749	0.01098	-30.52955	0.01178	5	2.1513	0.07092	40.956735	0.125309
132	N_141_33	33.41729	-5.03032	0.4427	-27.15179	0.01299	-31.18613	0.05549	4	2.59344	0.33902	44.561981	0.373487
133	105224.94+441505.1	163.10393	44.25144	0.4438	-27.2577	0.01094	-30.52848	0.01371	5	1.83338	0.07359	39.791928	0.163493
134	030028.70-081151.4	45.11959	-8.19763	0.4446	-27.2977	0.01695	-31.16087	0.02873	5	2.33416	0.18317	43.798081	0.20918
135	N_87_25	33.78414	-4.08713	0.445	-27.82284	0.02682	-31.21245	0.02925	4	2.28551	0.15598	41.98833	0.248061
136	023015.47+003558.0	37.5645	0.59947	0.447	-27.5357	0.01298	-30.99477	0.01833	5	2.10288	0.10831	41.728491	0.166066
137	005548.84+002939.3	13.95351	0.49427	0.4481	-27.1174	0.01223	-30.73902	0.02727	5	2.08231	0.16688	41.754577	0.202586
138	131125.60+551532.9	197.85669	55.25914	0.4493	-27.1868	0.01287	-30.9427	0.02591	5	1.87868	0.13035	42.813505	0.189777
139	140858.34+261239.0	212.24311	26.21084	0.451	-27.5429	0.01521	-31.06991	0.01543	5	2.00669	0.09583	42.19448	0.150157
140	014511.79-044736.3	26.29914	-4.79342	0.4514	-27.3439	0.01362	-30.94254	0.02716	5	2.31689	0.17118	42.1693	0.204577
141	N_25_28	35.16453	-3.13898	0.4518	-27.04692	0.01937	-30.73031	0.01751	4	2.42058	0.0941	41.985682	0.157182
142	085848.01+565744.6	134.70004	56.96239	0.4531	-27.5689	0.0246	-31.03929	0.02902	5	2.01193	0.17231	41.886134	0.23787
143	032024.98+004418.0	50.10411	0.73836	0.4539	-27.4374	0.02118	-30.86197	0.0246	5	2.23472	0.14826	41.255252	0.212137
144	234715.98+005602.9	356.81662	0.93416	0.4558	-27.7661	0.03067	-31.06392	0.01884	5	2.15953	0.10591	41.241227	0.216121
145	141214.20+532546.7	213.05917	53.42964	0.458	-27.2765	0.01267	-30.75745	0.01911	5	1.92641	0.11189	41.224765	0.167624
146	112151.16+025107.8	170.46318	2.85219	0.4633	-27.4774	0.01992	-31.83396	0.09857	5	2.31053	0.5997	47.500688	0.660151
147	020354.68-060844.0	30.97784	-6.14556	0.464	-27.0002	0.01206	-30.48407	0.01316	5	2.0339	0.07712	40.55327	0.139343
148	N_28_2	35.74543	-4.98123	0.4661	-27.4847	0.02159	-31.1075	0.01564	4	2.11922	0.07894	42.680608	0.156925
149	075631.23+411346.9	119.13016	41.2297	0.4662	-27.5491	0.01722	-31.11721	0.05461	5	2.20461	0.36281	42.480989	0.376794
150	105248.04+572116.7	163.20017	57.35464	0.4663	-27.9218	0.02451	-31.53349	0.03501	5	2.09845	0.2246	43.7001	0.264123
151	024651.91-005930.9	41.7163	-0.99194	0.4679	-26.4482	0.00905	-30.40545	0.0173	5	2.48964	0.10225	42.294684	0.130728
152	120118.35+481351.0	180.32649	48.23085	0.4683	-27.2911	0.01193	-31.28567	0.09347	5	2.73095	0.66138	44.648017	0.620444
153	093732.81+543707.8	144.38672	54.61883	0.4688	-26.4766	0.00778	-30.14151	0.01511	5	2.04316	0.09137	40.438027	0.127825
154	095939.85+130304.1	149.91606	13.05116	0.471	-27.4506	0.01526	-30.99056	0.02032	5	2.0797	0.1212	42.049121	0.172785
155	103946.37+532949.5	159.94322	53.49711	0.4716	-27.9399	0.0288	-31.70879	0.06012	5	2.49659	0.41276	44.781909	0.418269
156	141123.41+521331.6	212.84758	52.22547	0.472	-27.6636	0.01955	-31.0321	0.01716	5	2.42513	0.09887	41.451033	0.179415
157	014402.03+022114.4	26.00848	2.35401	0.472	-27.4841	0.0164	-31.15067	0.02193	5	2.21773	0.12037	42.967723	0.175463
158	104509.30-012442.1	161.28878	-1.41171	0.473	-27.805	0.0334	-31.1701	0.02271	5	2.23065	0.14159	41.782114	0.232846
159	130112.91+590206.6	195.30382	59.03519	0.4764	-25.8868	0.00582	-30.25779	0.00723	5	2.40738	0.04087	43.619338	0.099263
160	003509.03-021235.0	8.78764	-2.20975	0.4765	-27.6217	0.01714	-31.03158	0.03748	5	2.59511	0.25109	41.619138	0.278622
161	N_64_25	36.15464	-5.75311	0.4772	-27.04083	0.01049	-30.97857	0.01792	4	2.0699	0.08946	43.647612	0.136171
162	153941.08+504135.2	234.92118	50.69313	0.478	-27.4985	0.01446	-31.44593	0.04472	5	2.49999	0.30107	44.855682	0.305246
163	141724.59+523024.8	214.35246	52.50691	0.481	-27.7021	0.0177	-31.29263	0.01656	5	1.79952	0.09668	43.011324	0.154971
164	132507.01+300835.1	201.27925	30.14311	0.481	-27.5792	0.01484	-31.27365	0.01406	5	1.955	0.07475	43.38931	0.131134
165	145515.38+585310.9	223.81411	58.88637	0.485	-27.2217	0.00978	-30.68304	0.00867	5	2.30367	0.04833	40.958459	0.122277
166	N_135_31	32.91264	-4.4352	0.4855	-26.83615	0.01662	-30.77774	0.01536	4	2.22367	0.07744	43.161298	0.132723
167	122226.63+270936.1	185.611	27.16	0.489	-27.2987	0.01255	-30.8646	0.01712	6	2.07255	0.07185	41.840416	0.1509
168	213022.70-002552.0	322.5946	-0.43114	0.49	-27.1691	0.01194	-30.50755	0.01469	5	1.82721	0.08509	40.016637	0.160606
169	144803.63+500418.7	222.01515	50.07187	0.4916	-26.9562	0.01116	-30.78585	0.0276	5	2.09041	0.17253	42.723304	0.196224
170	150732.04+523035.6	226.8835	52.50991	0.492	-27.6859	0.01826	-31.31696	0.03167	5	2.32415	0.19305	43.238074	0.234978
171	103138.67+380651.7	157.91115	38.11436	0.4921	-26.8966	0.00706	-30.73776	0.01269	5	1.99975	0.0727	42.650199	0.105082
172	160310.99+432928.9	240.796	43.4914	0.4931	-27.1613	0.01061	-30.7021	0.01403	6	1.94488	0.05629	41.33141	0.135734
173	120029.80+341544.5	180.12418	34.26237	0.4983	-27.4818	0.01641	-31.00989	0.01141	5	2.08747	0.06549	42.048851	0.135886
174	100057.50+684231.0	150.23961	68.70862	0.4986	-27.1079	0.01204	-30.83051	0.00928	5	2.13782	0.04946	42.396744	0.103266
175	090246.96+601046.6	135.69568	60.17963	0.4987	-26.9552	0.0103	-30.87815	0.04759	5	2.27949	0.33271	43.336013	0.320974
176	095251.52+013848.4	148.21469	1.64678	0.4997	-27.3753	0.01345	-30.83114	0.01205	5	1.93432	0.07912	41.306193	0.139943
177	022133.83-054842.8	35.39097	-5.8119	0.501	-26.9733	0.01187	-31.62995	0.06119	5	2.05954	0.32698	48.219198	0.425087
178	105142.51+335009.3	162.92715	33.83593	0.5035	-27.6566	0.01597	-31.12714	0.04033	5	2.10953	0.26204	42.106373	0.291227
179	123248.32+134945.1	188.201	13.8292	0.5048	-26.834	0.01365	-30.6374	0.03192	6	2.13629	0.13725	42.244714	0.225727
180	N_29_4	36.91229	-4.97568	0.5052	-27.91707	0.03594	-31.5442	0.03057	4	2.06495	0.15668	43.790085	0.261484
181	154107.81+203608.8	235.283	20.6025	0.5081	-27.196	0.01327	-30.7057	0.01534	6	2.0716	0.06458	41.21309	0.148129
182	141920.10+463653.7	214.83377	46.61492	0.5086	-27.9935	0.02089	-31.29082	0.05535	5	2.19387	0.41539	41.80643	0.395028
183	123129.02+154609.7	187.87096	15.76937	0.5123	-26.8333	0.00799	-30.80502	0.03587	5	2.56214	0.25555	43.352847	0.24435
184	150948.65+333626.7	227.45274	33.60743	0.5124	-27.476	0.01194	-31.45583	0.05373	5	2.70852	0.38943	45.013074	0.361392
185	160947.07+550533.3	242.446	55.0926	0.515	-26.9744	0.00916	-30.4997	0.03424	6	2.00967	0.14131	40.761954	0.246458
186	123835.50+174544.6	189.64792	17.7624	0.5175	-27.2043	0.01107	-31.08064	0.02419	5	1.95167	0.14109	43.651422	0.174557
187	080250.81+391903.0	120.71174	39.31751	0.5177	-27.0197	0.00937	-30.48034	0.01097	5	1.78125	0.0583	40.448844	0.129631
188	100324.56+021831.3	150.852	2.3087	0.5184	-27.0832	0.00925	-31.0695	0.02286	6	2.02513	0.09092	44.073736	0.163864
189	144944.22+630656.0	222.434	63.1156	0.5186	-27.3175	0.01204	-30.81365	0.02543	6	2.38198	0.11864	41.427493	0.199157
190	104404.05+590241.9	161.017	59.045	0.519	-27.7988	0.02096	-31.2927	0.02388	6	1.81361	0.09644	42.615906	0.203308
191	024934.59-082742.8	42.39414	-8.4619	0.5208	-27.4788	0.02269	-31.5717	0.07941	5	2.57567	0.60162	45.765644	0.534673
192	091028.19+384743.6	137.61748	38.79547	0.5211	-27.45	0.01321	-31.39708	0.03873	5	2.49591	0.26506	44.732124	0.2662
193	122436.89+131732.3	186.154	13.2923	0.5214	-27.3834	0.0151	-31.2105	0.02898	6	2.1845	0.12275	43.774489	0.208935
194	151651.32+064105.5	229.21385	6.68488	0.522	-26.7373	0.00908	-30.90153	0.01806	5	2.06431	0.11587	44.382236	0.138683
195	002235.96+001850.0	5.64984	0.31389	0.5222	-28.1011	0.03009	-31.49617	0.03233	5	2.42042	0.21774	42.719983	0.269671
196	163408.52+472806.0	248.53552	47.46834	0.5241	-27.1096	0.0089	-31.06026	0.05208	5	2.74712	0.39097	43.90473	0.349242
197	091029.03+542718.9	137.62097	54.45528	0.5258	-27.1054	0.00935	-30.68849	0.00735	5	2.08236	0.0445	41.470515	0.104005
198	092718.49+304538.9	141.82707	30.76083	0.5267	-26.9529	0.00852	-31.31584	0.0489	5	2.21589	0.34139	46.231507	0.334698
