	id	dk1	dk2	z	logFluxUV	logFluxErrUV	logFluxX	logFluxErrX	dk3	dk4	dk5	dk6	dk7
1640	125206.95+272717.4	193.02899	27.45484	1.6803	-27.2845	0.00908	-31.38019	0.04262	5	2.14311	0.21642	45.298291	0.288871
1641	141803.36+524127.7	214.514	52.691	1.684	-28.0236	0.01518	-31.31367	0.05059	6	1.87053	0.13091	41.833874	0.361864
1642	212849.04+000447.6	322.20435	0.07991	1.6854	-27.4345	0.00782	-31.56449	0.0931	5	2.39994	0.54203	45.899461	0.61744
1643	024634.09-082536.1	41.6421	-8.42671	1.686	-27.0977	0.00751	-31.6144	0.04148	6	2.15913	0.12913	47.607383	0.294197
1644	022224.20-034757.3	35.60084	-3.79928	1.687	-27.7145	0.01436	-31.1851	0.0167	5	1.85833	0.07897	42.251519	0.159372
1645	021425.07-051540.0	33.60448	-5.26111	1.688	-28.4071	0.02648	-31.53902	0.02412	5	2.169	0.10795	41.749801	0.244102
1646	003014.35+044843.1	7.55981	4.81198	1.6881	-27.9714	0.01244	-31.89815	0.04782	5	1.99167	0.21468	45.90157	0.323702
1647	081752.83+205224.7	124.47	20.8735	1.6896	-27.8024	0.00974	-31.5532	0.07446	6	2.09855	0.19718	44.318876	0.496755
1648	075546.18+391256.8	118.94243	39.21578	1.6919	-27.0496	0.00764	-31.58489	0.03497	5	2.04246	0.1466	47.609714	0.255955
1649	011301.83+000633.4	18.25764	0.10929	1.694	-27.0456	0.00674	-31.21796	0.07689	5	2.27485	0.3965	45.206594	0.51144
1650	012226.75+005602.5	20.61149	0.93404	1.6982	-28.6114	0.03749	-31.41393	0.01896	5	1.78899	0.07618	40.088591	0.283221
1651	083843.50+200026.9	129.68126	20.00749	1.699	-27.3561	0.00781	-31.5287	0.03208	5	2.43139	0.16923	45.984427	0.222547
1652	021902.59-044628.4	34.76081	-4.77457	1.7	-27.598	0.01318	-31.34728	0.05203	5	2.41487	0.27028	43.797853	0.353197
1653	004506.93-013658.6	11.27892	-1.61628	1.7004	-28.137	0.02013	-31.9114	0.05319	5	2.17281	0.23828	45.310991	0.365561
1654	003940.23+004241.5	9.91763	0.71154	1.7005	-27.7521	0.01102	-31.45936	0.05029	5	2.13775	0.2794	43.906028	0.341631
1655	124705.99+543147.1	191.77498	54.52977	1.703	-27.7169	0.01089	-31.67711	0.07188	5	2.68888	0.36724	45.485951	0.478889
1656	083222.44+523808.0	128.09352	52.63556	1.703	-27.9218	0.01422	-31.71412	0.04753	5	2.13485	0.26741	44.891154	0.324427
1657	N_103_3	37.25089	-4.63136	1.7039	-26.85737	0.01076	-31.01617	0.03732	4	2.11621	0.13258	44.646606	0.257122
1658	141730.92+073320.7	214.37885	7.55576	1.704	-27.2432	0.00763	-31.41637	0.04173	5	2.667	0.21153	45.705935	0.283647
1659	021735.54+015500.2	34.3981	1.91675	1.707	-28.3099	0.01858	-31.86198	0.03097	5	1.89047	0.15101	44.277289	0.234941
1660	162348.67+310316.1	245.953	31.0545	1.7111	-27.5462	0.01207	-31.6149	0.11859	6	2.3263	0.32105	45.774572	0.785395
1661	091456.18+084314.7	138.7341	8.72076	1.7117	-27.5054	0.00899	-31.60812	0.07766	5	2.50907	0.40842	45.896896	0.516445
1662	014812.23+000153.3	27.05098	0.03147	1.712	-26.9097	0.00773	-31.29982	0.08656	5	2.54388	0.47355	46.302729	0.578116
1663	085850.44+182604.6	134.71	18.4346	1.7174	-27.2928	0.00976	-31.2526	0.05186	6	2.07348	0.14375	44.422998	0.348187
1664	115307.47+440219.2	178.281	44.0387	1.7191	-27.5607	0.01031	-31.8261	0.09988	6	1.97835	0.24526	47.10784	0.663732
1665	150313.61+575151.5	225.807	57.8643	1.7194	-26.787	0.00722	-31.131	0.05305	6	2.2311	0.16819	45.691869	0.36011
1666	000654.10-001533.3	1.72545	-0.25927	1.721	-27.1219	0.01216	-31.3782	0.09874	6	2.15838	0.35185	45.950835	0.656695
1667	111702.27+175454.5	169.259	17.9152	1.7218	-27.5428	0.00983	-31.7457	0.09571	6	2.21653	0.26949	46.650972	0.635627
1668	151652.69-005834.8	229.21954	-0.97635	1.7221	-27.1976	0.00852	-31.36192	0.0372	5	2.24079	0.16186	45.53358	0.25506
1669	144913.21+483715.7	222.30507	48.62105	1.7226	-26.9104	0.01099	-31.18221	0.01313	5	2.0364	0.05098	45.524356	0.120965
1670	111119.57+243126.0	167.83156	24.52391	1.7226	-27.4992	0.00857	-31.60143	0.06003	5	2.27269	0.31944	45.878165	0.401303
1671	105218.33+103824.6	163.07642	10.64017	1.7231	-27.9051	0.01637	-31.42404	0.03019	5	1.89852	0.11869	43.046767	0.229438
1672	005544.06-012619.4	13.93362	-1.43874	1.7249	-27.7375	0.01012	-31.63365	0.06379	5	2.65836	0.3725	45.115047	0.426046
1673	104803.38+585547.0	162.014	58.9297	1.725	-27.9531	0.01264	-31.4475	0.04118	6	1.95536	0.10428	43.004953	0.292529
1674	021425.69-003859.6	33.60705	-0.64991	1.7253	-27.052	0.00771	-31.33842	0.07174	5	2.19961	0.39523	45.974693	0.479715
1675	105350.22+572709.5	163.45925	57.45265	1.7256	-28.0952	0.01763	-31.57872	0.03778	5	2.31163	0.19665	43.288462	0.276996
1676	133634.41+515255.5	204.1434	51.88209	1.726	-27.778	0.00898	-31.55769	0.02917	5	2.16467	0.121	44.448373	0.205235
1677	132117.56+340752.8	200.32318	34.13135	1.727	-27.4313	0.00834	-31.46681	0.06261	5	2.43469	0.35451	45.268471	0.417606
1678	100434.80+411239.2	151.14503	41.21091	1.731	-27.2977	0.01133	-30.4167	0.00661	5	1.94103	0.02291	38.891108	0.164928
1679	141958.68+530110.0	214.995	53.0195	1.731	-28.0749	0.01501	-32.24207	0.15696	6	2.43502	0.47785	47.745622	1.038582
1680	170942.58+342316.2	257.42743	34.38785	1.7338	-27.5662	0.00812	-31.6112	0.06279	5	2.54114	0.26917	45.668297	0.418747
1681	111816.94+074558.2	169.57062	7.76617	1.735	-26.3145	0.00896	-30.49274	0.00576	5	1.89666	0.01909	43.417617	0.081298
1682	171712.79+304616.4	259.303	30.7712	1.7352	-27.6303	0.00829	-31.7923	0.08404	6	2.6683	0.28508	46.600032	0.558463
1683	003131.44+003420.2	7.88101	0.57228	1.7355	-27.3621	0.01158	-31.3186	0.06983	6	2.75934	0.31096	44.574488	0.465798
1684	143841.95+034110.3	219.675	3.68622	1.736	-27.1223	0.00768	-31.4883	0.04516	6	1.98113	0.11647	46.675185	0.31075
1685	142819.05+423452.4	217.07941	42.58125	1.7383	-28.095	0.01312	-31.63603	0.06465	5	2.37341	0.32014	43.667176	0.438845
1686	084304.82+292953.7	130.77	29.4983	1.7391	-27.1587	0.00917	-31.4638	0.03991	6	1.88389	0.11639	46.364617	0.27632
1687	082307.17+155925.4	125.77988	15.9904	1.7393	-27.5305	0.00776	-31.52438	0.06226	5	2.44226	0.2472	45.241968	0.41503
1688	133551.00+515346.3	203.96254	51.89619	1.7396	-27.5659	0.00776	-32.0728	0.09794	5	2.32637	0.55415	48.713263	0.654659
1689	100434.92+411242.7	151.146	41.2119	1.7399	-27.5062	0.01545	-31.06568	0.03692	6	1.89927	0.10231	42.316833	0.266087
1690	110157.56-011634.8	165.48986	-1.27636	1.74	-28.3092	0.02404	-31.58162	0.02988	5	1.92523	0.10882	42.431492	0.254935
1691	112402.88+535249.5	171.012	53.8804	1.742	-28.0473	0.01632	-32.0734	0.07892	6	1.98456	0.23327	46.746423	0.527286
1692	030348.18-073603.3	45.95079	-7.60093	1.7452	-27.662	0.01252	-31.55695	0.05938	5	2.24166	0.29658	44.918384	0.398515
1693	141141.96+140233.9	212.92487	14.04276	1.7453	-27.2982	0.00797	-30.85665	0.01993	5	2.63253	0.08954	41.790042	0.160917
1694	082655.70+430449.8	126.732	43.0805	1.7495	-27.869	0.01245	-31.7446	0.12501	6	2.37899	0.39796	45.308293	0.827677
1695	022737.25-024759.6	36.90523	-2.7999	1.7497	-27.6313	0.00861	-31.47093	0.06189	5	2.52877	0.29909	44.476861	0.413523
1696	102030.73+450456.8	155.12806	45.08247	1.75	-27.7648	0.01224	-31.75107	0.08843	5	2.46656	0.52666	45.777538	0.587545
1697	104539.98+590129.2	161.41662	59.02479	1.7513	-28.2377	0.01708	-32.02406	0.06459	5	2.31694	0.31244	45.641604	0.435868
1698	153209.09+072352.5	233.03792	7.39793	1.753	-27.0274	0.00663	-31.1082	0.06583	5	2.25775	0.29968	44.557358	0.438352
1699	095949.39+020140.9	149.95583	2.02805	1.7535	-27.5727	0.0081	-31.4724	0.05623	5	2.33968	0.29111	44.726455	0.376074
1700	121223.25+273046.5	183.09689	27.51294	1.7547	-27.0286	0.00932	-31.63771	0.05024	5	2.54151	0.24	48.043974	0.353564
1701	100129.64+545438.1	150.374	54.9106	1.7552	-26.2315	0.00936	-31.1297	0.08131	6	2.04622	0.26891	47.957451	0.561443
1702	085111.29+521254.7	132.797	52.2152	1.756	-28.2772	0.02436	-31.8599	0.07904	6	2.17906	0.24376	44.397443	0.537202
1703	210748.28-062154.0	316.951	-6.36501	1.7566	-27.6516	0.00969	-31.4219	0.08264	6	2.13347	0.25582	44.070457	0.549899
1704	102426.75+471531.5	156.11149	47.25875	1.758	-27.8719	0.01207	-31.76845	0.06343	5	2.39046	0.31268	45.453685	0.424556
1705	102318.64+194835.4	155.82767	19.80986	1.7613	-27.1311	0.00749	-32.1009	0.06934	5	2.02239	0.28026	50.678573	0.489995
1706	005736.44+302355.7	14.4018	30.3988	1.762	-28.2272	0.02905	-31.6101	0.0391	6	1.87165	0.10689	42.954985	0.305147
1707	225134.72+184840.0	342.89469	18.81113	1.7628	-27.1524	0.00991	-30.85372	0.01926	5	1.77774	0.06376	42.36761	0.15026
1708	002028.96+153435.8	5.1207	15.5766	1.7633	-27.3203	0.00799	-31.3138	0.06433	6	1.89718	0.17091	44.713962	0.428607
1709	002716.57+045606.6	6.81905	4.93519	1.7644	-28.2594	0.0202	-31.7111	0.06469	6	1.97925	0.17574	43.489144	0.446262
1710	140708.90+341232.0	211.787	34.2089	1.7645	-27.5833	0.00956	-31.4487	0.06856	6	2.70418	0.25581	44.526785	0.457104
1711	131243.07+172029.7	198.17947	17.3416	1.7651	-27.2373	0.00789	-31.58615	0.10799	5	2.7016	0.66659	46.849599	0.71738
1712	022552.93-045012.9	36.47057	-4.83692	1.766	-28.0889	0.01882	-32.42567	0.16256	5	2.5226	0.79656	48.898945	1.077593
1713	105955.54+084622.8	164.98145	8.77303	1.7674	-27.446	0.0088	-31.53343	0.02549	5	2.15317	0.11485	45.647576	0.180504
1714	120112.84+011543.1	180.30351	1.26198	1.77	-28.1529	0.02109	-31.97816	0.10442	5	2.39779	0.56678	45.686106	0.696323
1715	132531.79+301715.6	201.38248	30.28768	1.7706	-27.5575	0.01016	-31.41949	0.04384	5	2.25856	0.23811	44.4398	0.297246
1716	115653.06+524555.6	179.22109	52.76547	1.771	-27.8775	0.01032	-31.81587	0.05233	5	1.96284	0.21171	45.743441	0.351546
1717	141706.42+232030.7	214.27676	23.34189	1.7719	-27.4752	0.01033	-31.83987	0.09759	5	2.46238	0.46898	47.548665	0.650194
1718	094111.05+044416.5	145.29607	4.73794	1.7725	-28.0166	0.01445	-31.68727	0.06629	5	2.69007	0.349	44.326008	0.44706
1719	022258.37-053046.4	35.74324	-5.5129	1.773	-27.8891	0.01334	-31.71551	0.08111	5	2.31177	0.41363	45.034189	0.540692
1720	112920.45+583346.0	172.335	58.5628	1.7734	-28.3773	0.03101	-32.3525	0.12812	6	2.65286	0.49988	47.235794	0.855869
1721	131119.87-012147.9	197.83283	-1.36333	1.775	-28.1716	0.01926	-31.63903	0.04787	5	2.30184	0.20677	43.373366	0.340233
1722	015828.31-014810.0	29.618	-1.80278	1.7779	-26.8851	0.0142	-31.00188	0.02211	5	2.20131	0.07772	44.438856	0.16695
1723	094132.60+344118.1	145.38585	34.68838	1.7785	-27.5399	0.00976	-31.15537	0.04595	5	2.18565	0.20551	42.770275	0.315788
1724	103208.08+503100.6	158.03369	50.51685	1.7795	-27.142	0.0087	-31.10607	0.04715	5	2.10111	0.2304	44.074154	0.317217
1725	125015.98+264337.6	192.56662	26.72712	1.7836	-27.2051	0.007	-31.2774	0.05283	5	2.00555	0.25853	44.94556	0.353722
1726	235146.24+201641.8	357.94267	20.27829	1.7838	-27.8106	0.01411	-31.46694	0.05548	5	2.14888	0.26952	43.716517	0.377778
1727	032022.76+004108.3	50.09487	0.68564	1.7852	-26.9707	0.01063	-31.39184	0.03049	5	2.09668	0.1441	46.659771	0.224712
1728	124126.57+323925.3	190.36075	32.65705	1.7865	-27.7745	0.01054	-31.61025	0.04734	5	2.17201	0.22625	44.809276	0.320233
1729	113635.17+214118.6	174.14658	21.68852	1.787	-27.599	0.00924	-31.72167	0.11863	5	2.42151	0.6431	46.262444	0.785241
1730	122134.72+275626.6	185.39467	27.94073	1.7873	-27.3525	0.00976	-31.43666	0.03764	5	1.87953	0.16444	45.392264	0.257314
1731	022002.09-050102.1	35.00873	-5.01726	1.788	-27.5503	0.00962	-31.4914	0.03588	5	2.19765	0.17491	44.943442	0.245467
1732	093826.97+541919.4	144.612	54.3221	1.7895	-27.2825	0.00732	-31.2954	0.10325	6	2.46364	0.287	44.747383	0.683478
1733	113228.65+343352.7	173.119	34.5646	1.791	-28.0107	0.0127	-32.0211	0.08759	6	1.96492	0.25514	46.551399	0.582239
1734	121740.15+374749.2	184.4173	37.79702	1.7928	-27.4976	0.00907	-31.70171	0.03998	5	2.08433	0.16881	46.54595	0.273872
1735	104511.19+591625.6	161.297	59.2738	1.7945	-27.4821	0.01264	-31.1929	0.02878	6	1.81566	0.06863	43.25437	0.208211
1736	100114.29+022356.8	150.30957	2.39912	1.7961	-27.5029	0.00893	-31.58412	0.09011	5	2.29763	0.49908	45.748878	0.59781
1737	121956.05+471631.9	184.98357	47.27554	1.7966	-27.8868	0.01351	-31.71453	0.10668	5	2.79956	0.67009	45.037143	0.707949
1738	122528.45+131725.4	186.36854	13.2904	1.798	-26.8546	0.00792	-31.5187	0.04826	5	2.18305	0.21991	47.971572	0.343716
1739	100302.91+015208.5	150.76216	1.86905	1.7996	-27.8564	0.01168	-31.40574	0.04247	5	1.95838	0.19042	43.125471	0.297462
1740	024055.81-081953.3	40.23255	-8.33147	1.8013	-27.9056	0.01781	-31.78403	0.04171	5	2.12556	0.18645	45.418453	0.289691
1741	004456.02-014115.3	11.23343	-1.68759	1.8036	-28.2558	0.02047	-31.93743	0.07066	5	2.44439	0.3131	44.996277	0.478773
1742	125535.11+565239.5	193.89633	56.87766	1.8039	-27.4903	0.00688	-32.04615	0.11656	5	2.53508	0.62839	48.847034	0.77687
1743	125655.22+471734.0	194.23	47.2928	1.804	-28.3838	0.04121	-31.8831	0.04324	6	1.84004	0.12758	44.114013	0.344657
1744	085401.13+511605.4	133.505	51.2682	1.8055	-28.0681	0.01525	-31.8322	0.03924	6	2.0457	0.12853	45.070824	0.273492
1745	113154.36+311137.7	172.9765	31.19382	1.8056	-27.7187	0.01163	-31.46996	0.04096	5	2.39498	0.17963	44.112659	0.28164
1746	141549.95+532005.5	213.95815	53.33488	1.807	-28.0684	0.01455	-31.98902	0.08248	5	2.24122	0.36356	46.10365	0.549652
1747	011309.06+153553.6	18.28776	15.59823	1.807	-27.1528	0.00756	-31.21859	0.0478	5	2.23787	0.203	44.771884	0.32127
1748	135415.77+161052.2	208.566	16.1812	1.808	-27.2216	0.00908	-31.1661	0.09259	6	2.11049	0.23125	44.144112	0.61388
1749	102350.94+041542.0	155.96227	4.26168	1.8089	-27.5754	0.00959	-31.67912	0.03533	5	2.10084	0.15764	46.07849	0.242804
1750	133018.87+472213.9	202.57866	47.37054	1.809	-27.4831	0.00834	-31.49977	0.07767	5	2.47862	0.43311	45.273742	0.515944
1751	022632.38-043808.9	36.6349	-4.63581	1.812	-28.6536	0.0476	-32.2391	0.08182	6	2.06277	0.26415	45.356906	0.579653
1752	094446.36+040659.7	146.19321	4.11661	1.8125	-27.4886	0.0123	-31.51964	0.08306	5	2.25176	0.45093	45.382246	0.552515
1753	073601.46+434455.3	114.00611	43.74872	1.8134	-27.4521	0.00901	-31.38587	0.06651	5	2.3657	0.35603	44.649609	0.443215
1754	123034.20+073305.3	187.64252	7.55148	1.816	-26.7868	0.00862	-30.88324	0.02986	5	1.93366	0.12798	44.058987	0.207614
1755	172122.82+575029.4	260.34512	57.84152	1.8166	-27.0256	0.00662	-31.4056	0.05403	5	2.25816	0.27833	46.525749	0.367251
1756	142959.89+475523.8	217.49957	47.92329	1.817	-27.2396	0.00608	-31.40595	0.03917	5	2.0018	0.18481	45.651965	0.266499
1757	144259.90-003724.9	220.74962	-0.62359	1.8174	-26.9005	0.00785	-31.02152	0.02261	5	1.94099	0.09132	44.505314	0.162885
1758	022231.63-043256.4	35.63182	-4.54901	1.8185	-27.6058	0.01075	-31.48931	0.05253	5	2.43661	0.22491	44.70245	0.35334
1759	105344.86+572840.3	163.43694	57.47788	1.8201	-28.2928	0.02377	-31.4474	0.04557	5	2.19041	0.24043	41.613601	0.348206
1760	081542.33+481449.6	123.92639	48.24712	1.824	-27.8549	0.01355	-31.68926	0.06437	5	2.25168	0.34925	45.001111	0.431846
1761	132903.44+470230.4	202.26437	47.0418	1.826	-27.6437	0.00973	-31.43095	0.11082	5	2.47166	0.5981	44.162473	0.734338
1762	090404.15+151254.5	136.01731	15.21515	1.826	-26.9298	0.0064	-31.10051	0.01632	5	1.95702	0.05599	44.906215	0.126512
1763	022328.16-005848.7	35.86737	-0.98022	1.8261	-28.0303	0.01505	-31.49097	0.03416	5	2.34979	0.15114	42.975541	0.254228
1764	085600.36+015336.7	134.00151	1.89354	1.8298	-27.5311	0.00993	-31.67478	0.03763	5	1.92918	0.16596	46.231232	0.258239
1765	100120.26+023341.3	150.33443	2.56148	1.8342	-27.8784	0.01321	-32.17268	0.10325	5	2.3663	0.50238	48.092521	0.686975
1766	103215.88+574926.3	158.066	57.824	1.835	-27.6533	0.01156	-30.9849	0.02914	6	1.82706	0.07055	41.181969	0.231142
1767	223433.42-000036.5	338.63925	-0.01015	1.8356	-27.2893	0.00781	-31.39361	0.0414	5	2.03685	0.178	45.36713	0.280516
1768	123627.57+263151.4	189.1149	26.53095	1.837	-27.2829	0.01057	-31.44826	0.04591	5	2.57268	0.23572	45.753687	0.311764
1769	084136.29+130857.3	130.401	13.1493	1.839	-27.7724	0.01151	-31.5373	0.05447	6	1.99758	0.15279	44.33685	0.367647
1770	073446.41+435148.2	113.69339	43.86341	1.839	-27.7395	0.01109	-31.26458	0.04388	5	2.03376	0.21147	42.673254	0.306831
1771	090911.02+330951.8	137.296	33.1644	1.842	-27.5937	0.01028	-31.7672	0.13881	6	2.27553	0.38816	46.584361	0.918319
1772	021903.50-043935.0	34.7646	-4.65974	1.842	-27.7414	0.01264	-31.37049	0.04065	5	2.2078	0.16007	43.363834	0.283864
1773	141643.78+525823.9	214.18242	52.97331	1.846	-27.6033	0.01101	-31.60421	0.07127	5	2.15477	0.29631	45.470323	0.474964
1774	144554.75+012903.3	221.478	1.48426	1.8466	-27.8082	0.01366	-31.4948	0.10003	6	2.70646	0.42399	43.910048	0.665745
1775	154507.41+484820.5	236.28092	48.80571	1.847	-27.8768	0.01071	-31.49533	0.09563	5	2.25108	0.48101	43.632702	0.63703
1776	094317.33+470039.5	145.82221	47.01099	1.847	-28.0947	0.01888	-31.40568	0.02232	5	1.87796	0.0747	42.149503	0.206526
1777	160126.31+511038.2	240.35967	51.1773	1.8476	-27.5853	0.00813	-31.37723	0.02441	5	1.8363	0.10529	44.047332	0.175096
1778	002259.40+011919.4	5.74752	1.32207	1.8486	-28.1969	0.01659	-32.13473	0.09158	5	2.20763	0.3783	46.53838	0.609922
1779	090007.13+321921.9	135.03	32.3228	1.853	-26.8232	0.00844	-31.1817	0.05896	6	2.4851	0.20029	45.87798	0.398853
1780	132309.24+654118.2	200.78853	65.6884	1.8542	-27.5894	0.00976	-32.05646	0.19192	5	2.52009	0.78692	48.509313	1.269826
1781	001723.91-010003.4	4.34964	-1.00097	1.855	-28.1209	0.01717	-31.63343	0.05628	5	2.22689	0.24704	43.544	0.389031
1782	015925.37+270628.7	29.8557	27.108	1.8562	-27.9985	0.01911	-31.8213	0.09848	6	2.00452	0.25212	45.283886	0.65662
1783	100453.54+411810.5	151.22309	41.30292	1.857	-27.8478	0.01247	-31.4569	0.03354	5	1.89197	0.14272	43.498022	0.240769
1784	024040.82-081310.0	40.17009	-8.21945	1.857	-27.6357	0.01032	-31.9922	0.0848	5	2.21606	0.44754	47.896043	0.566699
1785	125732.95+473224.3	194.3873	47.5401	1.8586	-27.5908	0.02117	-31.65449	0.0844	5	2.44	0.43991	45.853037	0.565803
1786	161434.67+470420.0	243.64446	47.07224	1.861	-26.286	0.00748	-30.42412	0.00456	5	1.8762	0.01476	43.08182	0.072516
1787	142106.86+533745.2	215.27862	53.62923	1.862	-26.5142	0.00681	-30.69301	0.07361	5	2.12285	0.33707	43.920625	0.490097
1788	093359.34+551550.6	143.49728	55.26407	1.8628	-27.4116	0.00616	-31.35436	0.0257	5	1.86158	0.08442	44.607638	0.179107
1789	N_145_26	32.01268	-5.05	1.8639	-27.17867	0.00611	-31.31813	0.06242	4	2.28444	0.25192	45.322331	0.416487
1790	093531.23+612902.0	143.88	61.4839	1.864	-27.6587	0.01032	-31.6069	0.06276	6	2.13469	0.1796	45.261259	0.419235
1791	095623.67+272114.1	149.09866	27.35393	1.864	-27.7925	0.00951	-31.27797	0.04959	5	2.06577	0.22422	42.54457	0.343284
1792	002239.10+012950.2	5.66295	1.49728	1.8667	-27.6762	0.01257	-31.40693	0.03055	5	2.17022	0.14268	43.871036	0.218185
1793	130128.87+291503.9	195.37	29.2511	1.869	-27.5499	0.01305	-31.4684	0.11881	6	2.63686	0.34158	44.79342	0.787012
1794	092541.34+131938.9	141.42227	13.32748	1.87	-27.1672	0.00603	-31.2001	0.02835	5	2.01782	0.12706	44.591011	0.195795
1795	N_103_9	37.18991	-4.564	1.871	-26.66852	0.01357	-31.00575	0.02328	4	1.77718	0.06549	45.351028	0.181534
1796	103134.37+380513.4	157.89322	38.08706	1.8717	-27.9382	0.01002	-31.76888	0.10794	5	2.67752	0.53346	45.185095	0.715227
1797	090516.66+340921.3	136.31944	34.15592	1.8722	-26.9396	0.00826	-31.35848	0.03551	5	2.3364	0.14289	46.567119	0.25317
1798	023108.49-071824.0	37.78539	-7.30668	1.8731	-27.5246	0.01175	-31.44905	0.08008	5	2.61236	0.43644	44.769404	0.53283
1799	112216.76+670822.0	170.56983	67.13944	1.874	-27.1781	0.00727	-31.2753	0.03717	5	2.04445	0.15028	45.042248	0.253088
1800	084117.91+195040.2	130.32465	19.84451	1.8755	-27.8224	0.00938	-31.92336	0.0952	5	2.34086	0.48449	46.677791	0.631388
1801	095820.50+073436.0	149.585	7.57669	1.878	-27.2034	0.00845	-30.8833	0.04691	6	1.82218	0.11132	42.353869	0.319405
1802	160613.65+325554.2	241.55692	32.93173	1.879	-27.3029	0.00754	-31.46106	0.12757	5	2.61667	0.69475	45.756211	0.843888
1803	135236.54+635102.6	208.15229	63.85074	1.879	-27.7868	0.01	-31.6147	0.06985	5	2.17937	0.33804	44.788264	0.465964
1804	140041.11+622516.1	210.171	62.4212	1.879	-27.7536	0.01089	-31.7461	0.0588	6	2.04709	0.16197	45.790618	0.39372
1805	001131.42+004718.3	2.88094	0.78843	1.8804	-27.7793	0.0117	-31.82969	0.10221	5	2.29297	0.52884	46.236588	0.677762
1806	115115.38+003826.9	177.814	0.64083	1.8805	-27.0129	0.00786	-31.1619	0.09074	6	2.64532	0.37535	44.970811	0.602122
1807	142301.08+533311.8	215.755	53.5533	1.882	-27.0545	0.00731	-31.46525	0.05677	6	1.88156	0.13297	46.800761	0.385941
1808	111028.61+483851.5	167.61923	48.64766	1.8824	-28.1329	0.01591	-31.93145	0.10447	5	2.30865	0.55293	45.459984	0.694516
1809	125715.65+473443.2	194.31525	47.57868	1.884	-27.6735	0.01202	-31.40533	0.04763	5	2.14308	0.20458	43.87154	0.324687
1810	021707.96-055152.1	34.28318	-5.86447	1.884	-27.6586	0.01182	-31.89911	0.08661	5	2.62826	0.39982	47.188468	0.577165
1811	022242.92-043314.6	35.67887	-4.55407	1.8843	-28.0653	0.01586	-31.70164	0.07809	5	2.77161	0.37164	44.221389	0.524663
1812	005814.62+265652.2	14.5609	26.9479	1.8864	-27.5651	0.01153	-31.195	0.02677	6	1.86365	0.06227	42.928425	0.19856
1813	095834.05+024427.1	149.64188	2.74088	1.8871	-27.5629	0.00911	-31.4918	0.05779	5	2.16741	0.29494	44.894497	0.386465
1814	005102.42-010244.4	12.7601	-1.04567	1.889	-26.9326	0.00849	-31.24795	0.10555	6	2.07835	0.32197	45.866954	0.701058
1815	142953.79+425110.5	217.47414	42.85292	1.89	-27.0583	0.00835	-31.26785	0.04032	5	1.90973	0.17596	45.483571	0.275776
1816	103247.02+575510.7	158.196	57.9197	1.8918	-28.3413	0.02769	-32.4001	0.17246	6	2.44795	0.48283	47.697043	1.144077
1817	124304.16+141845.9	190.76734	14.31275	1.892	-28.0346	0.01422	-31.94851	0.10389	5	2.52401	0.51887	45.974905	0.689544
1818	105213.25+573221.5	163.05523	57.53932	1.894	-28.3864	0.02247	-32.03141	0.04869	5	2.1071	0.21107	45.081308	0.342481
1819	220340.63+184753.6	330.91931	18.79822	1.8941	-27.561	0.00968	-31.42472	0.05877	5	2.33829	0.28764	44.459957	0.393438
1820	075029.23+173530.0	117.6218	17.59169	1.8955	-27.8957	0.01105	-31.58278	0.05594	5	2.23302	0.27168	44.131963	0.378329
1821	225354.10+114013.2	343.47542	11.67036	1.898	-28.3339	0.04375	-32.183	0.07802	5	2.09341	0.35968	46.295805	0.547622
1822	133542.49+375541.4	203.92708	37.92818	1.8987	-27.5142	0.00748	-31.90452	0.14874	5	2.70412	0.80074	47.815298	0.98504
1823	215703.71-073829.8	329.26547	-7.64164	1.8987	-27.2222	0.01041	-31.28609	0.08642	5	2.3016	0.44447	44.932856	0.573971
1824	011455.50+000809.6	18.73127	0.13602	1.8995	-28.2229	0.01623	-31.80448	0.05598	5	2.22108	0.25008	44.254308	0.384324
1825	153322.80+324351.4	233.345	32.731	1.8995	-27.4624	0.00794	-31.3977	0.0413	6	2.07657	0.09993	44.685448	0.279214
1826	022836.65+002802.6	37.1527	0.4674	1.8999	-28.1805	0.01692	-32.0982	0.14957	6	2.73421	0.48381	46.364645	0.990087
1827	125216.58+052737.7	193.06911	5.4605	1.9	-26.7311	0.00714	-30.92028	0.01866	5	2.25737	0.06954	44.531254	0.141212
1828	141952.79+530204.2	214.97	53.0345	1.9	-28.3541	0.02435	-32.011	0.12301	6	2.13576	0.3517	45.07896	0.820599
1829	121911.18+470707.6	184.79662	47.11881	1.9005	-27.4784	0.0107	-31.61114	0.10481	5	2.48242	0.5356	46.027345	0.694921
1830	162622.05+295237.5	246.592	29.8771	1.901	-26.7867	0.00865	-31.3646	0.06932	6	2.21235	0.21101	47.233429	0.472145
1831	142037.22+525226.6	215.155	52.8741	1.901	-27.8258	0.01162	-31.8243	0.15615	6	2.50624	0.45081	46.010681	1.032046
1832	143434.81+490522.8	218.64506	49.08967	1.901	-27.5813	0.00889	-31.50276	0.05839	5	2.39592	0.28334	44.891438	0.390309
1833	112334.85+213314.9	170.89524	21.55414	1.902	-27.614	0.0116	-31.6276	0.06295	5	2.52138	0.29853	45.580749	0.421049
1834	090918.34+542921.9	137.32644	54.48942	1.9049	-28.5286	0.03706	-32.03856	0.04842	5	1.90216	0.18192	44.546304	0.365662
